id,time,created_at,from_user_name,text,filter_level,possibly_sensitive,withheld_copyright,withheld_scope,truncated,retweet_count,favorite_count,lang,to_user_name,in_reply_to_status_id,quoted_status_id,source,location,lat,lng,from_user_id,from_user_realname,from_user_verified,from_user_description,from_user_url,from_user_profile_image_url,from_user_utcoffset,from_user_timezone,from_user_lang,from_user_tweetcount,from_user_followercount,from_user_friendcount,from_user_favourites_count,from_user_listed,from_user_withheld_scope,from_user_created_at
1322645169066434566,1604178156,"2020-10-31 21:02:36",NacionalJudith,"Visitando la Comuna San Antonio junto con la compañera Carolina Mite. #minkaporlavida #yakuperez https://t.co/APRJshmWdi",low,0,,,,0,0,es,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,1322523249423589376,"Judith Zambrano Asambleísta Nacional",0,"Madre y Padre para sus hijos, mujer trabajadora, Candidata a Asambleísta Nacional Pachakutik.",,http://pbs.twimg.com/profile_images/1322523377031127041/vsigTm09_normal.jpg,,,,1,3,1,0,0,,"2020-10-31 12:58:18"
1322645804427976713,1604178308,"2020-10-31 21:05:08",NacionalJudith,"Dialogando con compañeros en la Comuna Olón. #yakuperez #minkaporlavida https://t.co/n1tLWoagoI",low,0,,,,0,0,es,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,1322523249423589376,"Judith Zambrano Asambleísta Nacional",0,"Madre y Padre para sus hijos, mujer trabajadora, Candidata a Asambleísta Nacional Pachakutik.",,http://pbs.twimg.com/profile_images/1322523377031127041/vsigTm09_normal.jpg,,,,2,3,1,0,0,,"2020-10-31 12:58:18"
1322647089944416256,1604178614,"2020-10-31 21:10:14",NacionalJudith,"Compartiendo momentos con los compañeros de la Comuna la Entrada. #yakuperez #minkaporlavida #Ecuador https://t.co/0yondBZMBb",low,0,,,,0,0,es,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,1322523249423589376,"Judith Zambrano Asambleísta Nacional",0,"Madre y Padre para sus hijos, mujer trabajadora, Candidata a Asambleísta Nacional Pachakutik.",,http://pbs.twimg.com/profile_images/1322523377031127041/vsigTm09_normal.jpg,,,,3,3,1,0,0,,"2020-10-31 12:58:18"
1322647621241081856,1604178741,"2020-10-31 21:12:21",NacionalJudith,"Compartiendo momentos con los compañeros de la Comuna La Entrada #yakuperez #minkaporlavida #Ecuador https://t.co/RXVNdswHfa",low,0,,,,0,0,es,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,1322523249423589376,"Judith Zambrano Asambleísta Nacional",0,"Madre y Padre para sus hijos, mujer trabajadora, Candidata a Asambleísta Nacional Pachakutik.",,http://pbs.twimg.com/profile_images/1322523377031127041/vsigTm09_normal.jpg,,,,3,3,1,0,0,,"2020-10-31 12:58:18"
1322649405518917633,1604179166,"2020-10-31 21:19:26",NacionalJudith,"Con los compañeros de la Comuna Cadeate. #yakuperez #minkaporlavida #Ecuador https://t.co/N26xDhyebt",low,0,,,,0,0,es,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,1322523249423589376,"Judith Zambrano Asambleísta Nacional",0,"Madre y Padre para sus hijos, mujer trabajadora, Candidata a Asambleísta Nacional Pachakutik.",,http://pbs.twimg.com/profile_images/1322523377031127041/vsigTm09_normal.jpg,,,,4,3,1,0,0,,"2020-10-31 12:58:18"
1322652558356336640,1604179918,"2020-10-31 21:31:58",NacionalJudith,"Conociendo a más compañeros de la Comuna Libertador Bolívar que se suman al cambio.🏳️‍🌈🇪🇨 #yakuperez #minkaporlavida #Ecuador https://t.co/ptbqiDzmzM",low,0,,,,0,0,es,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,1322523249423589376,"Judith Zambrano Asambleísta Nacional",0,"Madre y Padre para sus hijos, mujer trabajadora, Candidata a Asambleísta Nacional Pachakutik.",,http://pbs.twimg.com/profile_images/1322523377031127041/vsigTm09_normal.jpg,,,,5,3,1,0,0,,"2020-10-31 12:58:18"
1322654939710132224,1604180486,"2020-10-31 21:41:26",NacionalJudith,"Visitando la Comuna de San Pablo. #yakuperez #minkaporlavida #Ecuador https://t.co/ne9nPgAd0b",low,0,,,,0,0,es,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,1322523249423589376,"Judith Zambrano Asambleísta Nacional",0,"Madre y Padre para sus hijos, mujer trabajadora, Candidata a Asambleísta Nacional Pachakutik.",,http://pbs.twimg.com/profile_images/1322523377031127041/vsigTm09_normal.jpg,,,,6,3,1,0,0,,"2020-10-31 12:58:18"
1322656294218719237,1604180808,"2020-10-31 21:46:48",NacionalJudith,"Magnífico recibimiento por parte de la Comuna San Pedro. #yakuperez #minkaporlavida #Ecuador https://t.co/Oh0glpSHNQ",low,0,,,,0,0,es,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,1322523249423589376,"Judith Zambrano Asambleísta Nacional",0,"Madre y Padre para sus hijos, mujer trabajadora, Candidata a Asambleísta Nacional Pachakutik.",,http://pbs.twimg.com/profile_images/1322523377031127041/vsigTm09_normal.jpg,,,,7,3,1,0,0,,"2020-10-31 12:58:18"
1322659744222482442,1604181631,"2020-10-31 22:00:31",NacionalJudith,"Compañeros de la Isla Trinitaria sumandose al cambio🏳️‍🌈🇪🇨 #yakuperez #minkaporlavida #Ecuador https://t.co/m58ff2YLAR",low,0,,,,0,0,es,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,1322523249423589376,"Judith Zambrano Asambleísta Nacional",0,"Madre y Padre para sus hijos, mujer trabajadora, Candidata a Asambleísta Nacional Pachakutik.",,http://pbs.twimg.com/profile_images/1322523377031127041/vsigTm09_normal.jpg,,,,8,3,1,0,0,,"2020-10-31 12:58:18"
1322662091694710793,1604182191,"2020-10-31 22:09:51",NacionalJudith,"Vistando la Provincia de Manabí con el Dr. Yaku Pérez y demás compañeros🇪🇨🏳️‍🌈 #yakuperez #minkaporlavida #Ecuador https://t.co/NCnYX9WBDZ",low,0,,,,0,0,es,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,1322523249423589376,"Judith Zambrano Asambleísta Nacional",0,"Madre y Padre para sus hijos, mujer trabajadora, Candidata a Asambleísta Nacional Pachakutik.",,http://pbs.twimg.com/profile_images/1322523377031127041/vsigTm09_normal.jpg,,,,9,3,1,0,0,,"2020-10-31 12:58:18"
