id,time,created_at,from_user_name,text,filter_level,possibly_sensitive,withheld_copyright,withheld_scope,truncated,retweet_count,favorite_count,lang,to_user_name,in_reply_to_status_id,quoted_status_id,source,location,lat,lng,from_user_id,from_user_realname,from_user_verified,from_user_description,from_user_url,from_user_profile_image_url,from_user_utcoffset,from_user_timezone,from_user_lang,from_user_tweetcount,from_user_followercount,from_user_friendcount,from_user_favourites_count,from_user_listed,from_user_withheld_scope,from_user_created_at
1326147436876853251,1605013162,"2020-11-10 12:59:22",feunassc,"@Unionradio580am FELICITACIONES A UNIDAD POPULAR juntamos todas nuestras manos en la #MingaPorLaVida  #SoloElPuebloSalvaAlPueblo",low,,,,,0,0,es,Unionradio580am,1326134575345491969,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,1249427419762589697,"Feunassc Federación Seguro Campesino Manabí",0,"Defensa del IESS y del SSC",http://feunassc.com/,http://pbs.twimg.com/profile_images/1249428882106855424/k3eZlEUP_normal.jpg,,,,1082,140,1374,1468,1,,"2020-04-12 20:01:42"
1330125370373312512,1605961575,"2020-11-21 12:26:15",geovanni_atari,"#MingaPorLaVida #YakuPresidente https://t.co/D5wad3wPjw",low,0,,,,0,0,und,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Ecuador,,,842162696,"Geovanni Atarihuana",0,"Militante de Izquierda y de la vida. Amo mi Ecuador y su gente.",,http://pbs.twimg.com/profile_images/1315698168688979971/1MCVKZrn_normal.jpg,,,,22654,5348,2570,11898,15,,"2012-09-23 18:15:59"
1330137830832615425,1605964546,"2020-11-21 13:15:46",joseluisrocas,"RT @geovanni_atari: #MingaPorLaVida #YakuPresidente https://t.co/D5wad3wPjw",low,0,,,,0,0,und,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",venezuela,,,430142696,"JOSE LUIS RODRIGUEZ",0,"Venezolano profundamente preocupado por la crisis del país y activo para detener esta tragedia. Vendrán días mejores.",,http://pbs.twimg.com/profile_images/850909970661085185/VqXSHae0_normal.jpg,,,,19150,675,624,9083,2,,"2011-12-06 20:25:37"
1330138088501293056,1605964607,"2020-11-21 13:16:47",sebastcevallos,"RT @geovanni_atari: #MingaPorLaVida #YakuPresidente https://t.co/D5wad3wPjw",low,0,,,,0,0,und,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Cuenca-Ecuador,,,295894210,"Sebastián Cevallos",0,"Sub Director Nacional de UP. Creemos en el socialismo como la sociedad del trabajo, de la libertad, de los derechos de todos y todas.",,http://pbs.twimg.com/profile_images/1120337482388779010/i6PtTqgN_normal.jpg,,,,14617,2542,130,8302,11,,"2011-05-09 21:00:39"
1330138883502333964,1605964797,"2020-11-21 13:19:57",ManuelCahuasqu1,"RT @geovanni_atari: #MingaPorLaVida #YakuPresidente https://t.co/D5wad3wPjw",low,0,,,,0,0,und,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,1134960297792458752,"Manuel Cahuasqui",0,"Matemático, docente y liguista",,http://pbs.twimg.com/profile_images/1211750188177596417/9mbWtqmy_normal.jpg,,,,29509,154,73,29790,0,,"2019-06-01 23:09:56"
1330307741206851587,1606005056,"2020-11-22 00:30:56",z_escala,"RT @geovanni_atari: #MingaPorLaVida #YakuPresidente https://t.co/D5wad3wPjw",low,0,,,,0,0,und,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,1082665129936850946,"Blanca Escala Z",0,playas,,http://pbs.twimg.com/profile_images/1082667885737271297/mBrY8Eop_normal.jpg,,,,7113,75,138,1175,0,,"2019-01-08 15:47:36"
1330340108608942088,1606012773,"2020-11-22 02:39:33",williamtomalaas,"RT @geovanni_atari: #MingaPorLaVida #YakuPresidente https://t.co/D5wad3wPjw",low,0,,,,0,0,und,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,1623464977,"William Tomalá",0,,,http://pbs.twimg.com/profile_images/521132941938671616/XJAwOZf-_normal.jpeg,,,,84322,351,1214,1021,22,,"2013-07-26 17:20:04"
1330342786726588418,1606013411,"2020-11-22 02:50:11",MInfiernillo,"RT @geovanni_atari: #MingaPorLaVida #YakuPresidente https://t.co/D5wad3wPjw",low,0,,,,0,0,und,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Guayaquil, Ecuador",,,803032375,"Michael Ocaña Loor",0,"Abogado y padre de mi Amada princesa.",,http://pbs.twimg.com/profile_images/1229277834230759424/WqgBX31D_normal.jpg,,,,1058,101,200,3018,0,,"2012-09-04 19:16:09"
1330579194049400839,1606069775,"2020-11-22 18:29:35",JohnCherrez3,"RT @geovanni_atari: #MingaPorLaVida #YakuPresidente https://t.co/D5wad3wPjw",low,0,,,,0,0,und,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,1062904596732014598,"John Cherrez",0,,,http://pbs.twimg.com/profile_images/1067821282035675136/qgGbT4E3_normal.jpg,,,,3188,12,64,2,0,,"2018-11-15 03:06:18"
1334850940478873605,1607088239,"2020-12-04 13:23:59",JoseVillavicenF,"Gracias Orellana por decir presente y sumarse a esta #MingaPorLaVida la cual, busca devolver dignidad a los trabajadores y ciudadanos del Ecuador 🇪🇨✌️🇪🇨 https://t.co/GWHfpM9cXB",low,1,,,,0,0,es,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,2950514169,"Jose Villavicencio",0,"Presidente de la Unión General de Trabajadores del Ecuador (UGTE)/ Vicepresidente de @FUTtrabajadores",,http://pbs.twimg.com/profile_images/1300280323452940288/RJ5xecIe_normal.jpg,,,,3777,1830,996,488,10,,"2014-12-30 03:41:30"
