id,time,created_at,from_user_name,text,filter_level,possibly_sensitive,withheld_copyright,withheld_scope,truncated,retweet_count,favorite_count,lang,to_user_name,in_reply_to_status_id,quoted_status_id,source,location,lat,lng,from_user_id,from_user_realname,from_user_verified,from_user_description,from_user_url,from_user_profile_image_url,from_user_utcoffset,from_user_timezone,from_user_lang,from_user_tweetcount,from_user_followercount,from_user_friendcount,from_user_favourites_count,from_user_listed,from_user_withheld_scope,from_user_created_at
1323072758541131781,1604280101,"2020-11-02 01:21:41",LuisaCedeo18,"RT @ecuarauz: Un saludo a las y los #LosCandidatosDeLaEsperanza que comparten este reto histórico de recuperar los derechos y la… https://t.co/RHR1neDWLY",low,,,,,0,0,es,,,1316902018397634561,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Quito, Ecuador",,,892414606710370305,"Luisa Cedeño",0,"Noticias Política Opinión Artes y Cultura Estilo de Vida",,http://pbs.twimg.com/profile_images/892777414694252544/cGwfZAtj_normal.jpg,,,,67625,521,90,16567,1,,"2017-08-01 15:59:57"
1324184784579514368,1604545229,"2020-11-05 03:00:29",MonicaBritoRC,"#RevolucionariosDelSur | Esta tarde #LosCandidatosDeLaEsperanza Distrito 1 Guayas compartimos una sesión de fotos amena y llena de camaradería.  @ecuarauz @rabascallcarlos  ¡AQUÍ ESTÁ SU EQUIPO! Juntos vamos #ARecuperarElFuturo   @SofiaEspinRC @rcuero68 @ArturoJEscala @Alba_RuizG https://t.co/CdX1ijoPm7",low,0,,,,0,0,es,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Guayaquil,,,446434005,"Mónica Brito Mendoza",0,"Militante de la RC #ARecuperarElFuturo Exasambleísta por Guayas #RevolucionariosDelSur  Cada pequeño acto hace la diferencia para cambiar el 🌎.",https://www.facebook.com/MonicaBritoRC,http://pbs.twimg.com/profile_images/1310967585203269632/66JIAnxq_normal.jpg,,,,15325,5521,2648,10736,14,,"2011-12-25 18:29:09"
1324185546395131905,1604545411,"2020-11-05 03:03:31",monserevelop,"RT @MonicaBritoRC: #RevolucionariosDelSur | Esta tarde #LosCandidatosDeLaEsperanza Distrito 1 Guayas compartimos una sesión de fotos a… https://t.co/a2mCbOy5lM",low,,,,,0,0,es,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Quito - Ecuador",,,1894820532,"Monserrath Revelo Pinto",0,"| •Socióloga •Comunicación y Ciencias Políticas | *BeachAholic TravelAddict WineLover SoccerFan* Yo tampoco se cómo vivir, ¡estoy improvisando! 🍃",,http://pbs.twimg.com/profile_images/1256321067347566593/yqGzb5an_normal.jpg,,,,18202,413,567,3696,9,,"2013-09-22 19:36:22"
1324185886905552896,1604545492,"2020-11-05 03:04:52",SurGenteGuayas,"RT @MonicaBritoRC: #RevolucionariosDelSur | Esta tarde #LosCandidatosDeLaEsperanza Distrito 1 Guayas compartimos una sesión de fotos a… https://t.co/a2mCbOy5lM",low,,,,,0,0,es,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,1280996763684536321,"Surgente Guayas",0,"Somos @sur_gente en el Guayas, un colectivo ciudadano orientado a la construcción de un nuevo espacio político y académico. #UniónPorLaEsperanza💚🇪🇨",,http://pbs.twimg.com/profile_images/1285341237696966656/SCn2Qu4O_normal.jpg,,,,764,712,613,1444,1,,"2020-07-08 22:46:56"
1324186612738260992,1604545665,"2020-11-05 03:07:45",Alba_RuizG,"RT @MonicaBritoRC: #RevolucionariosDelSur | Esta tarde #LosCandidatosDeLaEsperanza Distrito 1 Guayas compartimos una sesión de fotos a… https://t.co/a2mCbOy5lM",low,,,,,0,0,es,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Guayaquil, Ecuador",,,1089998046711214085,"Alba Ruíz Guamán",0,"DIOS sobre todas las cosas 🙌 Estudiante de Ing. Sistemas/ Fac. Ing. Industrial/ UG 📚, MII, Dirigente Universitaria/Activista Política",https://www.instagram.com/albiita_ruiiz_g/?hl=es-la,http://pbs.twimg.com/profile_images/1311505119184379905/3akNC7fn_normal.jpg,,,,753,144,36,974,0,,"2019-01-28 21:26:00"
1324187499883843585,1604545876,"2020-11-05 03:11:16",vickqp,"RT @MonicaBritoRC: #RevolucionariosDelSur | Esta tarde #LosCandidatosDeLaEsperanza Distrito 1 Guayas compartimos una sesión de fotos a… https://t.co/a2mCbOy5lM",low,,,,,0,0,es,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jipijapa, Ecuador",,,800768997738221569,"@Ingrid Quijije - 💯% revolucionaria",0,"De personalidad definida, amante de la justicia y la equidad, con carácter, honesta, leal y sobre todo fiel a sus principios y valores.",,http://pbs.twimg.com/profile_images/1302102370239877120/QyBL23pw_normal.jpg,,,,11377,362,364,18156,0,,"2016-11-21 18:33:01"
1324187750925553664,1604545936,"2020-11-05 03:12:16",TaniaGuaranda,"RT @MonicaBritoRC: #RevolucionariosDelSur | Esta tarde #LosCandidatosDeLaEsperanza Distrito 1 Guayas compartimos una sesión de fotos a… https://t.co/a2mCbOy5lM",low,,,,,0,0,es,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,730767304842223616,"Tania Guaranda.",0,"sincera y justa",,http://pbs.twimg.com/profile_images/1308215373767024642/WD_7qwvA_normal.jpg,,,,8538,151,204,17472,1,,"2016-05-12 14:31:17"
1324189383424135169,1604546325,"2020-11-05 03:18:45",ParodiRicardo,"RT @MonicaBritoRC: #RevolucionariosDelSur | Esta tarde #LosCandidatosDeLaEsperanza Distrito 1 Guayas compartimos una sesión de fotos a… https://t.co/a2mCbOy5lM",low,,,,,0,0,es,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,2638206893,"Ricardo Parodi",0,"lucharé por el pueblo ellos nos necesitan como nosotros necesitamos de ellos  todos unidos siempre  y por siempre ...  Dios Padre  y su hijo Jesús NOS guiarán",,http://pbs.twimg.com/profile_images/481490471362236416/Oypae3UQ_normal.jpeg,,,,27459,159,222,19759,0,,"2014-06-24 17:31:31"
1324192750607212545,1604547128,"2020-11-05 03:32:08",FParedes4,"RT @MonicaBritoRC: #RevolucionariosDelSur | Esta tarde #LosCandidatosDeLaEsperanza Distrito 1 Guayas compartimos una sesión de fotos a… https://t.co/a2mCbOy5lM",low,,,,,0,0,es,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,347652347,"Marco Paredes",0,,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,,662,13,81,521,0,,"2011-08-03 04:04:20"
1324193041196920837,1604547197,"2020-11-05 03:33:17",byronalmeidac,"RT @MonicaBritoRC: #RevolucionariosDelSur | Esta tarde #LosCandidatosDeLaEsperanza Distrito 1 Guayas compartimos una sesión de fotos a… https://t.co/a2mCbOy5lM",low,,,,,0,0,es,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Guayaquil - Ecuador",,,741540733,"Servicio Técnico PC",0,"Instalación, mantenimiento de Sistemas Informáticos y Eléctricos.",http://elecalsoporte.blogspot.com,http://pbs.twimg.com/profile_images/432225512232984576/2jeGbbY__normal.jpeg,,,,1014,168,474,653,1,,"2012-08-06 22:04:52"
1324193800500224002,1604547379,"2020-11-05 03:36:19",EconLuisa,"RT @MonicaBritoRC: #RevolucionariosDelSur | Esta tarde #LosCandidatosDeLaEsperanza Distrito 1 Guayas compartimos una sesión de fotos a… https://t.co/a2mCbOy5lM",low,,,,,0,0,es,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,1215354544391061504,"Luisa Márquez",0,"Sin movimiento, no hay resultados!",,http://pbs.twimg.com/profile_images/1215354863468441600/sv2q5ZKV_normal.jpg,,,,374,38,102,95,0,,"2020-01-09 19:28:13"
1324194598953144320,1604547569,"2020-11-05 03:39:29",AdriRiveraPena,"RT @MonicaBritoRC: #RevolucionariosDelSur | Esta tarde #LosCandidatosDeLaEsperanza Distrito 1 Guayas compartimos una sesión de fotos a… https://t.co/a2mCbOy5lM",low,,,,,0,0,es,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Guayaquil, Ecuador",,,215070598,"Adriana Rivera",0,"Dios | Comunicación (FACSO), dirigente universitaria, revolucionaria, animalista. Imposible ser imparcial entre lo bueno y lo malo. Escribo en @ElEstadoNet",http://ElEstado.net,http://pbs.twimg.com/profile_images/1304421818674163712/rq7gqm6y_normal.jpg,,,,17844,3846,996,11584,15,,"2010-11-12 22:51:29"
